id,tweet_id,H1,H2,H3,I1,I2,I3,hostility_set1,identity_set1,hostility_set2,identity_set2,hostility_set3,identity_set3
1262,1248361679970160640,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1268,1248370530480095233,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3161,1248379023324893190,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1303,1253578211864215552,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
602,1253612500295262208,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1496,1253612683619962880,not hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
1300,1253614276239077376,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
1301,1253615309979877376,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
2051,1253616254369267713,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2477,1253635962980179969,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2015,1253642153370234882,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2861,1253648518448807936,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
588,1253655776603918337,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1343,1253656131546877952,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
2034,1253666489426722816,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2041,1253669243901665281,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
596,1253682962727604224,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
619,1253685815793811458,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
615,1253695628888154115,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2565,1253697345637756930,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
599,1253708224534110214,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2138,1253714137059921920,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2566,1253714916017606657,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2564,1253715173908664320,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2020,1253719313313345538,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3122,1253724086947196928,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2017,1253737631319457792,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3245,1253753136226975745,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2862,1253759155518791680,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2470,1253763316998189061,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2028,1253781455794307074,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2409,1255655770357727233,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2434,1255658018085232640,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2451,1255671939710038017,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2432,1255707824467980288,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1387,1255733898664988673,hostile,hostile,hostile,religion,religion,religion,hostile,race,hostile,religion,hostile,religion
2435,1255737772314210304,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2416,1255774259634409472,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
826,1255804343342837763,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1334,1255813074054983680,hostile,hostile,hostile,race,race,race,not hostile,none,hostile,race,hostile,race
1846,1255829290635202560,not hostile,not hostile,not hostile,none,none,none,hostile,religion,not hostile,none,not hostile,none
2413,1255829661306806275,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2417,1255829682748100610,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
2441,1255830459906437120,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
315,1255830494261936128,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
846,1255831050799984642,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
842,1255832135669362689,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
484,1255832835660840964,hostile,hostile,hostile,gender,gender,gender,not hostile,none,hostile,gender,hostile,gender
2426,1255833665688539136,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1336,1255833692880154626,hostile,hostile,hostile,race,race,race,hostile,none,hostile,race,hostile,race
2406,1255833790829727745,not hostile,not hostile,not hostile,none,none,none,hostile,gender,not hostile,none,not hostile,none
2422,1255834877670445061,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2444,1255836437150302209,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2442,1255837131181883392,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2425,1255837273385558016,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1903,1257648120546066435,not hostile,not hostile,not hostile,gender,gender,gender,not hostile,none,not hostile,none,not hostile,none
2279,1257648126774607872,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2294,1257651516321792000,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2251,1257653382153674752,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2064,1257656732903526404,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1501,1257658176645869569,not hostile,hostile,not hostile,none,none,none,hostile,gender,hostile,none,hostile,none
1906,1257660499002621952,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
926,1257668337955373057,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2247,1257668704034226178,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2153,1257675073240076294,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2278,1257679908949635072,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2250,1257679988251340801,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
478,1257686975638888452,hostile,hostile,hostile,gender,gender,gender,hostile,none,hostile,gender,hostile,gender
752,1257688587740475392,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2239,1257696923110252546,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
475,1257700689222021122,hostile,hostile,hostile,gender,gender,gender,not hostile,none,hostile,gender,hostile,gender
2266,1257702336228659201,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2265,1257703828872482817,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
740,1257705584910110720,hostile,hostile,hostile,none,none,none,not hostile,none,hostile,none,hostile,none
2589,1257708835088879617,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1829,1257721512364310529,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2263,1257722362621038593,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
474,1257725655850127362,hostile,hostile,hostile,gender,gender,gender,hostile,none,hostile,gender,hostile,gender
860,1257727102008295425,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
472,1257735871853461504,hostile,hostile,hostile,gender,gender,gender,not hostile,none,hostile,gender,hostile,gender
2261,1257740436036292608,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2241,1257740682803974144,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
2274,1257753528631808000,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
762,1257762420145127429,hostile,hostile,hostile,none,none,none,not hostile,none,hostile,none,hostile,none
2232,1257776117706043394,not hostile,not hostile,not hostile,none,none,none,hostile,gender,not hostile,none,not hostile,none
1329,1257785735891038209,hostile,hostile,hostile,race,race,race,not hostile,none,hostile,race,hostile,race
2154,1257795255400894466,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
476,1257804743956746242,hostile,hostile,hostile,gender,gender,gender,not hostile,none,hostile,gender,hostile,gender
925,1257804851943268358,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1043,1262556594274959360,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1289,1262611011401592833,hostile,hostile,hostile,race,race,gender,hostile,race,hostile,race,hostile,race
542,1262627250773594113,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1291,1262630862434205697,hostile,hostile,hostile,race,race,"gender,race",hostile,race,hostile,race,hostile,race
1869,1262630915081211904,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2774,1262635432082358273,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2787,1262648573835042818,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2773,1262667867310481417,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
543,1262668121862746112,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2781,1262670294143164416,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2779,1262685713176412160,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
428,1262688359870152704,hostile,not hostile,hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
164,1262707580897558528,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1982,1262710902081683459,not hostile,not hostile,not hostile,none,none,race,not hostile,none,not hostile,none,not hostile,none
508,1262717272654823424,hostile,hostile,hostile,"gender,race","gender,race",none,hostile,race,hostile,race,hostile,"gender,race"
1393,1262741023240843265,hostile,hostile,hostile,religion,religion,religion,hostile,religion,hostile,religion,hostile,religion
537,1262741998898839554,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1929,1262759076741537794,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1930,1262759215845629957,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2778,1262778468334555141,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1360,1262799278084366336,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
2782,1262804879409582081,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1029,1262816844358049793,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1981,1262818663444471813,not hostile,not hostile,not hostile,none,none,race,not hostile,none,not hostile,none,not hostile,none
1045,1262825667525214211,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1928,1262854292823777286,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2972,1262872698809724930,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2785,1262875794050818052,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2800,1264140705104039942,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2850,1264144215044509696,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1068,1264144685829931010,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1067,1264144904789377024,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2792,1264145532110409728,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1063,1264149662174502913,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2846,1264150628462444544,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2843,1264152083110023170,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2815,1264152824172158977,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1939,1264153992025837569,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1937,1264157864882470912,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2844,1264170106520813571,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2822,1264176034859139072,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2857,1264176511453724672,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2838,1264176991080718336,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2840,1264177781614796804,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2816,1264178515953532929,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2799,1264186109627699200,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1936,1264187872212631553,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1083,1264195088328114177,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2829,1264196095598526465,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
920,1264197274017714176,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3018,1264199397337960449,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
919,1264199805133258757,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1064,1264200078992052224,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2839,1264202885480558594,not hostile,not hostile,not hostile,none,none,none,not hostile,none,hostile,none,hostile,none
1054,1264213550903541760,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1875,1264218222909407243,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1059,1264228468285464579,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2817,1264237223127334912,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1082,1264258029781999616,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
444,1264262756708089856,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1938,1264288194448838656,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
426,1264299285912453122,hostile,not hostile,hostile,gender,none,gender,not hostile,none,not hostile,none,not hostile,none
61,1269418812606119939,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1437,1269426273811652608,not hostile,hostile,hostile,none,race,none,not hostile,none,hostile,none,hostile,none
285,1269427744074579969,hostile,hostile,not hostile,race,race,none,hostile,none,not hostile,none,not hostile,none
1477,1269429606559473664,not hostile,hostile,not hostile,none,race,none,not hostile,none,not hostile,none,not hostile,none
265,1269454734013927426,hostile,hostile,not hostile,none,none,none,not hostile,none,hostile,none,hostile,none
1462,1269455924114186244,not hostile,hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1603,1269513201563119618,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
417,1269515338938552325,hostile,not hostile,not hostile,race,none,none,hostile,gender,not hostile,none,not hostile,none
1478,1269540540263075840,not hostile,hostile,not hostile,none,race,none,hostile,gender,not hostile,none,not hostile,none
279,1269543115502891009,hostile,hostile,not hostile,race,"gender,race",race,hostile,race,hostile,race,hostile,race
1438,1269552139388542980,not hostile,hostile,hostile,none,race,none,hostile,none,hostile,none,hostile,none
274,1269559348759494657,hostile,hostile,not hostile,none,race,none,hostile,none,hostile,none,hostile,none
3,1269576534366527490,hostile,hostile,hostile,gender,gender,gender,hostile,none,hostile,gender,hostile,gender
1608,1269576592587665408,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
43,1269591029927329797,hostile,hostile,hostile,none,gender,none,hostile,none,hostile,none,hostile,none
210,1269603463643742208,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
1607,1269603790673645569,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
1454,1269613535774023680,not hostile,hostile,not hostile,none,gender,none,hostile,gender,not hostile,none,not hostile,none
1299,1269617687040270336,hostile,hostile,hostile,race,race,"race,religion",hostile,race,hostile,race,hostile,race
1414,1269624252938010625,not hostile,hostile,hostile,none,none,none,not hostile,none,hostile,none,hostile,none
280,1269625254302887936,hostile,hostile,not hostile,race,none,race,not hostile,none,hostile,race,hostile,race
7,1269629394945028096,hostile,hostile,hostile,gender,gender,none,not hostile,none,hostile,gender,hostile,gender
2896,1269673422805700612,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2891,1269673698023428096,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1365,1269674103721598976,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
1086,1269674349138673664,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1816,1269676908414996480,not hostile,not hostile,not hostile,none,none,"religion,race",not hostile,none,not hostile,none,not hostile,none
336,1269677348561006593,hostile,hostile,hostile,none,race,none,hostile,none,hostile,none,hostile,none
1149,1269677384778874880,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2958,1269681422085894144,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2921,1269682933494943746,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
459,1269689733732421632,hostile,not hostile,hostile,none,race,none,hostile,none,hostile,none,hostile,none
2924,1269690655095349250,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2897,1269690839522930688,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2910,1269691210970660864,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2955,1269700066207563776,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2865,1269703040342396932,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2959,1269703866972606467,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2915,1269705595893891072,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2888,1269705857517981699,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1879,1269706701646766090,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1878,1269709063492898819,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1150,1269714442180321280,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1102,1269714564649816072,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2892,1269714630869504006,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1097,1269716259312209920,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2946,1269718464391938049,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2930,1269718647204982785,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1147,1269719295833096195,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2926,1269722286573203464,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2916,1269723626024116230,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2864,1269724648117329921,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1492,1269725103308365826,not hostile,hostile,not hostile,race,race,race,hostile,none,not hostile,none,not hostile,none
1122,1269729714454872065,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2869,1269729914011496448,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2963,1269730659737776128,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2969,1269743099032592390,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1364,1269743771320713217,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
425,1269758137093033986,hostile,not hostile,hostile,gender,none,gender,hostile,none,hostile,none,hostile,none
1605,1269767994030374912,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2,1269771194313723905,hostile,hostile,hostile,gender,gender,gender,hostile,race,hostile,gender,hostile,gender
1116,1269773586472013824,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1449,1269802732938027015,not hostile,hostile,hostile,none,"religion,race",none,hostile,religion,hostile,none,hostile,"religion,race"
1483,1269897552083771392,not hostile,hostile,not hostile,none,race,race,not hostile,none,not hostile,none,not hostile,none
1484,1269901768491782144,not hostile,hostile,not hostile,none,race,none,not hostile,none,not hostile,none,not hostile,none
295,1269903875206676480,hostile,hostile,not hostile,"race,religion",race,"race,religion",hostile,race,hostile,religion,hostile,"religion,race"
1471,1269905392043200518,not hostile,hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1426,1269905882500005888,not hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1470,1269917770793312256,not hostile,hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
363,1269927679106613249,hostile,not hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
161,1269927802515656705,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3292,1269928218477420545,hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
1485,1269930863216807936,not hostile,hostile,not hostile,none,race,none,not hostile,none,not hostile,none,not hostile,none
3291,1269935898025701377,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
213,1269951372239212548,hostile,hostile,hostile,race,race,race,hostile,race,hostile,race,hostile,race
1294,1269988310006616064,hostile,hostile,hostile,race,race,none,hostile,race,hostile,race,hostile,race
3260,1270015691597504512,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
2179,1273405915451084806,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
2190,1273416130405728262,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2201,1273417528497364993,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
1321,1273420464719835136,hostile,hostile,hostile,race,race,race,not hostile,none,hostile,race,hostile,race
691,1273421955811680257,hostile,hostile,hostile,none,none,none,not hostile,none,hostile,none,hostile,none
2168,1273435041100632066,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
696,1273443795888222208,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1324,1273444440535957505,hostile,hostile,hostile,race,race,race,not hostile,none,hostile,race,hostile,race
1826,1273462105581076480,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
1326,1273462410951753728,hostile,hostile,hostile,race,race,race,not hostile,none,hostile,race,hostile,race
2191,1273489517455052800,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
2173,1273494971304292352,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
684,1273495425128058880,hostile,hostile,hostile,none,none,none,hostile,race,hostile,none,hostile,none
3249,1273502656275890178,not hostile,not hostile,not hostile,none,none,none,hostile,none,not hostile,none,not hostile,none
692,1273503157683970059,hostile,hostile,hostile,none,none,none,hostile,race,hostile,none,hostile,none
702,1273503783541227520,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
687,1273505212691623936,hostile,hostile,hostile,none,none,none,hostile,race,hostile,none,hostile,none
1328,1273509775377121280,hostile,hostile,hostile,race,race,race,hostile,none,hostile,race,hostile,race
348,1273542697555505152,hostile,not hostile,hostile,none,none,none,not hostile,none,hostile,none,hostile,none
202,1273550284493651969,hostile,hostile,hostile,race,race,race,hostile,none,hostile,race,hostile,race
1320,1273553639534202885,hostile,hostile,hostile,race,race,race,not hostile,none,hostile,race,hostile,race
2177,1273553932409856001,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
688,1273555707313491969,hostile,hostile,hostile,none,none,none,hostile,race,hostile,none,hostile,none
1584,1273558335653138433,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
190,1273561575736184832,hostile,hostile,hostile,race,none,race,not hostile,none,hostile,race,hostile,race
1545,1273561587270520832,not hostile,not hostile,not hostile,none,"gender,race",none,not hostile,none,not hostile,none,not hostile,none
1588,1273572282095599616,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2186,1273622345807212545,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2170,1273622496764452864,not hostile,not hostile,not hostile,none,none,none,hostile,race,not hostile,none,not hostile,none
2175,1273622566586978313,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3108,1285554564918325248,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3313,1285558296515162112,hostile,hostile,not hostile,none,none,none,hostile,none,hostile,none,hostile,none
3091,1285563901388759040,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3119,1285564488180215813,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1956,1285571442705399808,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3111,1285582005112012800,not hostile,not hostile,not hostile,none,none,none,not hostile,none,hostile,none,hostile,none
1961,1285603413447901185,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1966,1285603483773796353,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
3109,1285611167608713219,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
1968,1285614645886296065,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
659,1285620736103784448,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
3117,1285622339909165056,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
2398,1285652627393581060,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
555,1285655358619385864,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1248,1285655649825718285,hostile,hostile,hostile,none,none,none,hostile,none,hostile,none,hostile,none
1960,1285655758110109698,not hostile,not hostile,not hostile,none,none,none,not hostile,none,not hostile,none,not hostile,none
