tweet_id,H1,H2,H3,H1_conf,H2_conf,H3_conf,I1,I2,I3,I1_conf,I2_conf,I3_conf,H_set1,I_set1,H_set2,I_set2,H_set3,I_set3
1273553932409856001,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273555707313491969,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,race,hostile,none,hostile,none
1273555707313491969,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273558335653138433,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273558335653138433,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1273561575736184832,hostile,hostile,hostile,5,5,5,race,none,race,5,5,5,not hostile,none,hostile,race,hostile,race
1273561575736184832,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273561587270520832,not hostile,not hostile,not hostile,4,4,4,none,"gender,race",none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1273561587270520832,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273572282095599616,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273572282095599616,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273622345807212545,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,5,not hostile,none,not hostile,none,not hostile,none
1273622345807212545,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273622496764452864,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273622496764452864,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,race,not hostile,none,not hostile,none
1273622566586978313,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1273622566586978313,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285554564918325248,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285554564918325248,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285558296515162112,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285558296515162112,hostile,hostile,not hostile,5,5,2,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1285563901388759040,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285563901388759040,not hostile,not hostile,not hostile,4,3,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285564488180215813,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285564488180215813,not hostile,not hostile,not hostile,4,5,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1285571442705399808,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1285571442705399808,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1285582005112012800,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285582005112012800,not hostile,not hostile,not hostile,5,5,2,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1285603413447901185,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285603413447901185,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1285603483773796353,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285603483773796353,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285611167608713219,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285611167608713219,not hostile,not hostile,not hostile,4,4,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1285614645886296065,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285614645886296065,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285620736103784448,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1285620736103784448,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285622339909165056,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,race,not hostile,none,not hostile,none
1285622339909165056,not hostile,not hostile,not hostile,5,3,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1285652627393581060,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285652627393581060,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285655358619385864,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1285655358619385864,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1285655649825718285,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1285655649825718285,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285655758110109698,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285655758110109698,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1285683391032164355,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1285683391032164355,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1285691388680691713,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285691388680691713,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1285696696895381509,hostile,hostile,hostile,2,2,2,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1285696696895381509,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286552904178991105,hostile,hostile,not hostile,4,4,4,gender,gender,gender,4,4,4,hostile,gender,hostile,gender,hostile,gender
1286552904178991105,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286557461076475905,not hostile,hostile,not hostile,4,4,4,none,gender,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286557461076475905,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286566082829004803,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286566082829004803,not hostile,not hostile,not hostile,5,4,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286569120155209729,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286569120155209729,not hostile,not hostile,not hostile,3,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286573044190806017,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286573044190806017,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286579121305169921,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286579121305169921,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,4,not hostile,none,not hostile,none,not hostile,none
1286592526045130752,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286592526045130752,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286592729401655298,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286592729401655298,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286595766576992256,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286595766576992256,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286598564316090368,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286598564316090368,not hostile,not hostile,not hostile,4,3,576,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286599434047041538,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286599434047041538,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286599707209474049,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286599707209474049,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286601277347106816,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286601277347106816,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286604127318016000,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286604127318016000,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286605021094846466,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286605021094846466,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286606787391696896,hostile,hostile,not hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1286606787391696896,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286627828319039490,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286627828319039490,not hostile,not hostile,not hostile,4,4,4,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1286634440999841793,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286634440999841793,not hostile,not hostile,not hostile,3,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286635386597498886,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286635386597498886,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286636694439997441,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286636694439997441,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286642270301716480,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286642270301716480,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,4,not hostile,none,not hostile,none,not hostile,none
1286672598621982720,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286672598621982720,not hostile,not hostile,not hostile,4,3,4,none,none,none,3,3,4,not hostile,none,not hostile,none,not hostile,none
1286674598076076044,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286674598076076044,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286686980982571010,not hostile,not hostile,not hostile,5,5,5,gender,gender,gender,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286686980982571010,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286706244716302336,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286706244716302336,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1286706716978155520,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286706716978155520,not hostile,not hostile,not hostile,4,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286708811844247553,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286708811844247553,not hostile,not hostile,not hostile,4,4,4,none,none,none,3,3,4,not hostile,none,not hostile,none,not hostile,none
1286717217598582784,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286717217598582784,not hostile,not hostile,not hostile,5,5,2,race,race,race,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286723123904225281,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1286723123904225281,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1286727260356190209,hostile,hostile,hostile,5,5,5,none,none,religion,5,5,5,hostile,none,hostile,none,hostile,none
1286727260356190209,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286774433860943872,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1286774433860943872,not hostile,not hostile,not hostile,4,5,5,none,none,none,4,4,5,not hostile,none,not hostile,none,not hostile,none
1286779910007205889,not hostile,not hostile,not hostile,2,2,2,none,none,none,2,2,2,hostile,race,not hostile,none,not hostile,none
1286779910007205889,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1286789661571141632,hostile,hostile,hostile,5,5,5,gender,gender,gender,5,5,5,hostile,gender,hostile,gender,hostile,gender
1286789661571141632,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1297442933537374209,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297442933537374209,not hostile,not hostile,not hostile,1,1,1,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1297447394070732801,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297447394070732801,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1297474541795581953,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297474541795581953,hostile,hostile,hostile,5,5,2,none,race,none,4,4,4,hostile,none,hostile,race,hostile,race
1297486709605765122,not hostile,not hostile,not hostile,3,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297486709605765122,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297511448441233408,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297511448441233408,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297515498758909953,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297515498758909953,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297531426112524288,hostile,hostile,hostile,5,5,5,race,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1297531426112524288,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297539235801702402,hostile,hostile,hostile,4,3,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297539235801702402,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297543847531237383,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297543847531237383,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297544417977434112,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297544417977434112,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1297561414656196611,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297561414656196611,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297567931778371584,hostile,hostile,hostile,5,5,5,race,race,race,5,5,5,hostile,race,hostile,race,hostile,race
1297567931778371584,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297586245917380608,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297586245917380608,not hostile,not hostile,not hostile,5,4,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297586611190988800,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297586611190988800,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,4,not hostile,none,not hostile,none,not hostile,none
1297593658129231874,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297593658129231874,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,5,not hostile,none,not hostile,none,not hostile,none
1297598808474476544,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297598808474476544,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297605467213045769,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1297605467213045769,not hostile,not hostile,not hostile,3,3,3,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297607548665827333,hostile,hostile,hostile,4,4,4,none,none,race,5,5,5,hostile,none,hostile,none,hostile,none
1297607548665827333,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1297624830553067520,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1297624830553067520,not hostile,not hostile,not hostile,5,5,5,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1297644056202313729,hostile,hostile,hostile,5,5,5,none,none,race,5,5,5,hostile,none,hostile,none,hostile,none
1297644056202313729,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297647630651097099,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1297647630651097099,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297682840704946176,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1297682840704946176,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304703909877948418,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304703909877948418,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304708076860301312,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304708076860301312,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1304708940748541952,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304708940748541952,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304714881782951937,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304714881782951937,not hostile,not hostile,not hostile,4,5,5,none,none,none,4,4,5,not hostile,none,not hostile,none,not hostile,none
1304717483899842566,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304717483899842566,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304726946903994368,hostile,hostile,hostile,3,3,3,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304726946903994368,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304727669167325185,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304727669167325185,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304727860410822658,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304727860410822658,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304728291836932097,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,5,not hostile,none,not hostile,none,not hostile,none
1304728291836932097,not hostile,not hostile,not hostile,1,1,1,none,none,none,1,1,1,not hostile,none,not hostile,none,not hostile,none
1304732535503585282,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1304732535503585282,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304733947960664065,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304733947960664065,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304748082408689665,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304748082408689665,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304758383833157632,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304758383833157632,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304763762788962305,hostile,hostile,hostile,5,5,5,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1304763762788962305,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304772547838464007,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304772547838464007,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304787928179240966,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1304787928179240966,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304794646061686787,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304794646061686787,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304814233964752896,not hostile,not hostile,not hostile,4,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304814233964752896,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304817542402379777,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304817542402379777,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304817658601275395,hostile,hostile,hostile,4,4,4,none,none,none,4,4,4,hostile,none,hostile,none,hostile,none
1304817658601275395,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304854821338578944,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304854821338578944,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304858665673949184,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304858665673949184,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1304863287818047488,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1304863287818047488,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304863559323705351,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1304863559323705351,not hostile,not hostile,not hostile,3,3,3,none,none,none,2,2,2,not hostile,none,not hostile,none,not hostile,none
1304881424013709312,hostile,hostile,hostile,5,5,5,none,none,none,2,2,2,hostile,none,hostile,none,hostile,none
1304881424013709312,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1305410527716311042,not hostile,not hostile,not hostile,4,4,4,none,none,none,5,5,5,hostile,none,not hostile,none,not hostile,none
1305410527716311042,not hostile,not hostile,not hostile,4,4,4,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1305426696884170752,hostile,hostile,hostile,5,5,5,none,none,none,5,5,5,hostile,none,hostile,none,hostile,none
1305426696884170752,not hostile,not hostile,not hostile,2,2,2,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1305445038265118725,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1305445038265118725,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1305466336890454016,not hostile,not hostile,not hostile,5,5,5,none,none,none,3,3,3,not hostile,none,not hostile,none,not hostile,none
1305466336890454016,not hostile,not hostile,not hostile,3,3,3,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
1305470823751462913,not hostile,not hostile,not hostile,3,3,3,none,none,none,3,3,3,hostile,none,not hostile,none,not hostile,none
1305470823751462913,not hostile,not hostile,not hostile,4,4,2,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1305471939901829120,hostile,hostile,hostile,5,5,5,race,race,race,5,5,5,not hostile,none,hostile,race,hostile,race
1305471939901829120,not hostile,not hostile,not hostile,5,5,5,none,none,none,4,4,4,not hostile,none,not hostile,none,not hostile,none
1305496533698260998,hostile,hostile,hostile,4,4,4,none,none,none,5,5,5,not hostile,none,hostile,none,hostile,none
1305496533698260998,not hostile,not hostile,not hostile,5,5,5,none,none,none,5,5,5,not hostile,none,not hostile,none,not hostile,none
